student_id,age,sex,course,yr_level,socioeconomic_stat,fam_support,working_stud,scholar,personality_type,TM1,TM2,TM3,TM4,TM5,TM6,TM7,CAP1,CAP2,CAP3,CAP4,GSS1,GSS2,GSS3,GSS4,GSS5,GSS6,GSS7,EP1,EP2,EP3,EP4,EP5,EP6,NT1,NT2,NT3,desktop,laptop,mobile_phone,tablet,wifi,prepaid-wifi,cellular_data,hotspot,vhigh_speed,high_speed,moderate_speed,light_speed,GPA,gpa_range
2020-01904,20,F,IT,3,low,yes,no,no,ISTJ,always,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,always,always,always,sometimes,always,always,always,sometimes,never,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,sometimes,sometimes,sometimes,always,always,1.9643,Very-Satisfactory
2020-01909,21,F,IT,3,low,yes,no,no,INFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,never,always,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,always,1.9643,Very-Satisfactory
2020-01936,20,F,IT,3,lower middle,yes,no,no,INFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,always,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,sometimes,sometimes,always,always,always,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.2143,Very-Satisfactory
2020-01925,20,F,IT,3,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,never,never,sometimes,never,sometimes,never,sometimes,always,never,sometimes,never,sometimes,sometimes,never,never,always,always,2.4286,Satisfactory
2020-01901,20,F,IT,3,low,yes,no,no,ISFJ,always,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,always,always,sometimes,always,always,always,always,always,always,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,never,never,never,always,always,always,sometimes,sometimes,never,1.9167,Very-Satisfactory
2020-03386,20,F,IT,3,low,yes,no,no,ISFJ,always,sometimes,always,always,always,always,always,sometimes,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,never,always,sometimes,sometimes,always,sometimes,never,sometimes,always,always,never,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.869,Very-Satisfactory
2018-03205,23,M,IT,3,low,yes,no,no,INTJ,sometimes,sometimes,always,never,never,never,never,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,always,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.9881,Fairly-Satisfactory
2020-01929,20,M,IT,3,low,yes,no,no,ESTJ,always,sometimes,always,sometimes,always,sometimes,never,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,never,never,never,sometimes,sometimes,sometimes,never,never,always,never,never,always,sometimes,never,never,sometimes,always,always,always,2.9524,Fairly-Satisfactory
2018-02029,22,M,IT,3,low,yes,no,no,ISFJ,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometime,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,always,never,always,never,always,sometimes,always,always,sometimes,sometimes,always,2.6429,Satisfactory
2020-03773,20,M,IT,3,upper middle,yes,no,no,ENFP,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,2.131,Very-Satisfactory
2020-01869,20,F,IT,3,low,yes,no,no,ESFP,always,sometimes,sometimes,sometimes,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,always,sometimes,sometimes,always,always,always,sometimes,sometimes,always,sometimes,always,always,always,never,never,always,never,never,never,always,never,never,never,always,never,1.9524,Very-Satisfactory
2020-03480,20,F,IT,3,low,yes,no,yes,ISTJ,always,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,never,always,always,always,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,always,always,never,always,always,never,never,never,always,sometimes,never,sometimes,always,always,1.8571,Very-Satisfactory
2019-01387,22,F,IT,4,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,always,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,2.2,Very-Satisfactory
2019-03069,21,M,IT,3,lower middle,yes,no,no,ISFP,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,always,never,always,never,never,sometimes,never,never,2.3452,Satisfactory
2020-01935,20,M,IT,3,low,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,2.0238,Very-Satisfactory
2020-01924,20,F,IT,3,lower middle,yes,no,no,INFP,never,sometimes,sometimes,always,always,sometimes,never,always,always,always,always,always,always,never,always,sometimes,sometimes,always,always,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,always,never,sometimes,never,never,never,never,always,2.381,Satisfactory
2020-01926,20,M,IT,3,middle,yes,no,no,ISFJ,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,always,sometimes,always,always,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,always,Sometimes,sometimes,sometimes,sometimes,1.8452,Very-Satisfactory
2020-01914,20,M,IT,3,middle,yes,no,no,INTJ,sometimes,sometimes,always,never,always,never,always,sometimes,s,never,never,always,always,never,always,sometimes,never,always,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,1.7857,Very-Satisfactory
2020-01922,20,M,IT,3,low,yes,no,no,INTP,sometimes,sometimes,sometimes,never,sometimes,never,never,sometimes,sometimes,never,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,never,never,always,sometimes,never,sometimes,always,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.0119,Very-Satisfactory
2020-01878,21,M,IT,3,lower middle,yes,no,no,ISTJ,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2,Very-Satisfactory
2020-01896,19,F,IT,3,low,yes,no,no,INTJ,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,never,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,always,never,never,sometimes,sometimes,never,sometimes,sometimes,always,never,1.6429,Superior
2020-01932,22,F,IT,3,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2,Very-Satisfactory
2020-01937,20,M,IT,3,lower middle,yes,no,no,ISTJ,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,never,always,sometimes,sometimes,never,sometimes,always,sometimes,never,always,2.1786,Very-Satisfactory
2020-01872,20,M,IT,3,low,yes,no,no,ISTJ,sometimes,sometimes,always,never,always,never,always,always,always,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,never,never,always,never,sometimes,sometimes,never,never,always,never,1.6548,Superior
2020-01943,20,F,IT,3,low,yes,no,no,ENFJ,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,always,always,always,always,always,always,always,always,sometimes,sometimes,sometimes,always,always,always,always,1.9405,Very-Satisfactory
2020-01875,20,M,IT,3,low,yes,no,no,ISTJ,sometimesom,sometimes,always,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,always,always,sometimes,sometimes,always,always,always,always,always,sometimes,always,never,sometimes,never,always,never,never,never,never,always,never,never,2.3571,Satisfactory
2020-01893,20,M,IT,3,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,always,always,always,always,always,sometimes,always,never,always,never,never,never,sometimes,sometimes,sometimes,always,2.3571,Satisfactory
2020-03611,20,F,IT,3,low,yes,no,no,ENFP,always,always,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,2.4405,Satisfactory
2020-01603,20,M,IT,3,low,yes,no,no,ESTP,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,always,always,always,always,always,never,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,always,never,never,always,never,2.1429,Very-Satisfactory
2020-01900,20,M,IT,3,low,yes,no,no,ISFP,never,never,sometimes,sometimes,sometimes,never,never,always,never,sometimes,sometimes,sometimes,never,never,sometimes,never,sometimes,always,never,never,sometimes,never,never,sometimes,never,sometimes,never,never,sometimes,always,never,always,sometimes,sometimes,always,never,never,sometimes,always,2.0476,Very-Satisfactory
2020-01871,,M,IT,3,low,yes,no,no,INTJ,always,always,always,never,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,always,always,never,always,never,always,always,never,never,always,always,1.8333,Very-Satisfactory
2020-02187,21,M,IT,3,middle,yes,yes,no,ISFP,never,always,never,never,always,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,sometimes,always,sometimes,sometimes,never,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,always,always,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.8229,Very-Satisfactory
2019-00903,21,F,IT,4,low,yes,no,no,ISTJ,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,always,always,always,always,always,always,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,never,always,never,sometimes,sometimes,always,sometimes,2.4375,Satisfactory
2019-00025,21,M,IT,4,low ,yes,no,no,INTJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,never,sometimes,always,always,sometimes,sometimes,never,always,sometimes,never,sometimes,sometimes,sometimes,always,always,always,always,always,sometimes,always,sometimes,always,always,always,always,2.125,Very-Satisfactory
2019-00661,23,M,IT,4,lower middle,yes,no,no,ENFP,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,always,always,always,always,never,never,sometimes,sometimes,sometimes,always,never,sometimes,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,2.5625,Satisfactory
2017-00134,21,F,IT,4,middle,yes,yes,no,ENFJ,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,always,always,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,never,always,never,always,never,never,sometimes,never,never,2.0313,Very-Satisfactory
2020-03752,21,M,IT,4,low ,yes,no,no,INTJ,sometimes,sometimes,never,never,never,sometimes,always,sometimes,Sometimes,always,sometimes,sometimes,never,always,sometimes,always,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,never,never,never,never,never,always,sometimes,never,sometimes,always,never,never,never,always,always,2.4844,Satisfactory
2020-03753,,,IT,4,low ,yes,no,no,ESTP,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,2.5781,Satisfactory
2019-00970,21,F,IT,4,low,yes,no,no,INTJ,never,sometimes,sometimes,never,sometimes,always,sometimes,always,always,sometimes,always,always,always,never,sometimes,always,never,always,always,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,always,never,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,2.0313,Very-Satisfactory
2019-00967,21,F,IT,4,low,yes,no,yes,ENFJ,sometimes,sometimes,always,always,always,never,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,always,never,sometimes,always,sometimes,always,never,sometimes,always,never,sometimes,never,always,sometimes,never,never,sometimes,always,2.3438,Satisfactory
2019-00971,21,F,IT,4,upper middle,yes,no,no,ENFJ,always,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,never,always,always,never,always,never,always,sometimes,never,sometimes,always,sometimes,2.0469,Very-Satisfactory
2019-00682,20,M,IT,4,low ,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,always,sometimes,never,sometimes,always,always,always,2.8906,Fairly-Satisfactory
2019-00805,22,M,IT,4,low ,yes,no,no,ESTJ,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,always,sometimes,always,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.6719,Very-Satisfactory
2019-00235,22,F,IT,4,low,yes,no,no,INTJ,always,always,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,always,never,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,2.7188,Very-Satisfactory
2019-01266,21,F,IT,4,low,yes,no,no,ESTJ,always,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,always,never,never,never,sometimes,sometimes,sometimes,sometimes,2.4375,Very-Satisfactory
2019-00789,21,F,IT,4,lower middle,yes,no,no,ENFJ,always,always,always,sometimes,always,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,sometimes,always,sometimes,always,always,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,2.8594,Fairly-Satisfactory
2014-00652,22,F,IT,4,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,never,never,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,never,never,sometimes,always,never,sometimes,never,always,never,never,sometimes,sometimes,always,2.5781,Very-Satisfactory
2019-00185,21,,IT,4,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,always,never,never,never,always,never,never,never,always,sometimes,2.4375,Very-Satisfactory
2019-00751,21,F,IT,4,low,yes,no,no,ESTP,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,never,sometimes,never,never,never,2.0938,Very-Satisfactory
2020-03754,22,M,IT,4,middle,yes,no,no,INFJ,sometimes,never,always,sometimes,sometimes,sometimes,never,always,always,sometimes,always,always,always,always,always,always,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.8906,Very-Satisfactory
2020-03757,22,F,IT,4,low,yes,no,no,INFP,never,never,sometimes,never,always,never,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,never,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,never,sometimes,never,always,never,always,never,never,sometimes,sometimes,sometimes,2.25,Very-Satisfactory
2019-00684,21,M,IT,4,middle,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.7188,Very-Satisfactory
2019-00566,21,F,IT,4,lower middle,yes,no,no,ISTP,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,never,never,always,sometimes,never,sometimes,always,always,always,never,always,never,always,never,sometimes,sometimes,always,always,2.3438,Very-Satisfactory
2019-00684,21,M,IT,4,middle,yes,no,no,INTP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.7188,Very-Satisfactory
2020-00449,20,F,SW,3,low,yes,no,no,ISTJ,always,always,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,always,always,never,sometimes,always,never,always,always,sometimes,never,never,never,never,always,never,sometimes,sometimes,always,always,never,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.8152,Very-Satisfactory
2020-00518,21,M,SW,3,low,yes,yes,no,ISFJ,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,1.5543,Superior
2020-00734,21,M,SW,3,low,yes,no,no,ESFJ,always,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,always,always,never,always,never,always,never,never,sometimes,never,never,1.6522,Superior
2020-00511,20,F,SW,3,middle,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,never,sometimes,never,sometimes,sometimes,always,always,1.8696,Very-Satisfactory
2020-00516,20,F,SW,3,low,yes,no,no,INFJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,never,sometimes,always,sometimes,sometimes,never,never,sometimes,sometimes,always,sometimes,sometimes,never,never,always,never,always,never,always,sometimes,sometimes,sometimes,always,always,1.6848,Superior
2020-00512,21,,SW,3,low,yes,no,no,ISTJ,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.4565,Superior
2020-00438,20,F,SW,3,low,yes,no,no,ISFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,always,sometimes,sometimes,always,always,sometimes,always,sometimes,never,sometimes,sometimes,never,never,never,never,sometimes,sometimes,sometimes,never,never,always,always,always,never,sometimes,sometimes,never,never,always,never,1.7391,Superior
2020-00424,20,F,SW,3,low,yes,no,yes,ESFP,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,never,sometimes,always,sometimes,sometimes,always,always,sometimes,never,sometimes,always,sometimes,1.5217,Superior
2020-00442,20,F,SW,3,upper middle,yes,no,no,ESTJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,sometimes,sometimes,sometimes,always,always,never,always,never,always,sometimes,never,always,never,never,1.6196,Superior
2020-00477,20,F,SW,3,low,yes,no,no,ESFJ,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,never,always,always,never,always,never,always,never,sometimes,sometimes,always,sometimes,1.4891,Superior
2020-00444,20,F,SW,3,lower middle,yes,no,no,ESFJ,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,always,always,sometimes,always,sometimes,always,never,sometimes,always,sometimes,sometimes,never,sometimes,always,never,never,sometimes,always,never,never,sometimes,always,sometimes,1.5543,Superior
2020-00435,20,F,SW,3,lower middle,yes,yes,yes,INTJ,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,always,sometimes,sometimes,always,always,always,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,never,sometimes,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.4565,Superior
2020-04215,22,F,SW,3,low,yes,no,no,ENFJ,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,always,always,always,always,sometimes,sometimes,always,sometimes,sometimes,always,always,always,never,never,always,never,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.5543,Superior
2020-00492,21,F,SW,3,low,yes,no,no,ESFP,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,never,always,never,never,sometimes,sometimes,sometimes,1.6196,Superior
2020-04274,21,F,SW,3,low,yes,no,yes,ENTJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,never,sometimes,always,always,always,never,never,always,never,sometimes,never,sometimes,sometimes,never,never,sometimes,always,1.4891,Superior
2020-00486,21,F,SW,3,low,yes,no,no,ENFJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,never,sometimes,never,sometimes,always,never,sometimes,never,always,sometimes,never,sometimes,always,sometimes,1.6087,Superior
2020-00428,21,F,SW,3,low,yes,yes,no,INTJ,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,never,sometimes,always,never,sometimes,never,always,sometimes,sometimes,sometimes,always,sometimes,1.5217,Superior
2020-00491,20,F,SW,3,low,yes,no,no,INTJ,sometiems,never,sometimes,never,sometimes,always,always,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,always,always,sometimes,never,never,never,never,always,sometimes,always,never,sometimes,always,always,never,always,always,sometimes,sometimes,sometimes,always,sometimes,1.9457,Very-Satisfactory
2018-02298,26,F,SW,3,low,yes,no,no,ESFP,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,always,always,never,sometimes,sometimes,always,sometimes,always,always,sometimes,never,sometimes,always,sometimes,sometimes,always,never,always,never,always,never,sometimes,never,never,never,1.913,Very-Satisfactory
2020-00479,20,F,SW,3,low,yes,yes,no,INFJ,sometimes,sometimes,always,always,always,always,always,always,always,always,always,always,never,sometimes,always,always,always,sometimes,sometimes,never,never,sometimes,never,always,sometimes,never,never,never,sometimes,always,never,never,never,sometimes,always,never,never,sometimes,sometimes,1.5217,Superior
2020-00731,21,M,SW,3,lower middle,yes,no,no,ENTJ,always,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,always,always,always,always,sometimes,always,always,always,always,always,always,always,never,always,always,never,always,never,always,never,sometimes,sometimes,always,sometimes,1.4239,Superior
2020-00445,22,F,SW,3,lower middle,yes,no,no,INTP,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,always,sometimes,sometimes,always,always,never,sometimes,sometimes,always,always,always,always,never,never,never,sometimes,always,always,sometimes,never,never,always,never,never,never,always,sometimes,always,sometimes,never,never,1.5543,Superior
